CourtLink, which has 160 employees, developed a filing system that enables judges, lawyers and court clerks to process pleadings, motions and other documents electronically over a secure connection.
0	"160 employees"	"be has by"	"CourtLink"
187	"Her subjects"	"were"	"friends"
187	"Her"	"has"	"subjects"
187	"artists"	"posed"	"for her in their Full Monty glory"
187	"artists"	"posed"	"for her"
187	"friends and artists"	"posed for"	"her"
187	"friends and artists"	"posed"	"for her in their Full Monty glory"
187	"friends and artists"	"posed"	"for her"
187	"friends"	"posed"	"for her in their Full Monty glory"
187	"friends"	"posed"	"for her"
187	"their"	"has"	"Full Monty glory"
Justice Charles R. Alberti, a retired associate justice of the Massachusetts Superior Court in Pittsfield, performed the ceremony at the home of the bride's parents.
188	"Justice Charles R. Alberti"	"be a retired associate justice of"	"the Massachusetts Superior Court"
188	"Justice Charles R. Alberti"	"is"	"a retired associate justice of the Massachusetts Superior Court in Pittsfield"
188	"Justice Charles R. Alberti"	"performed the ceremony at"	"the home of the bride 's parents"
188	"Justice Charles R. Alberti"	"performed"	"the ceremony at the home of the bride 's parents"
188	"Justice Charles R. Alberti"	"performed"	"the ceremony"
188	"a retired associate justice of the Massachusetts Superior Court"	"performed the ceremony at"	"the home of the bride 's parents"
188	"the bride"	"has"	"parents"
188	"the ceremony"	"be performed at"	"the home of the bride 's parents"
David Johansen's latest genre excursion heads for the recorded roots of American music: the blues, ballads, country and gospel songs, full of murder and adultery and hope for redemption, that were collected by Harry Smith for his Anthology of American Folk Music, a foundation of the 1950's folk revival.
189	"American Folk Music"	"is"	"a foundation of the 1950 's folk revival"
189	"David Johansen 's latest genre excursion"	"heads"	"for hope for redemption"
189	"David Johansen 's latest genre excursion"	"heads"	"for the blues full of adultery"
189	"David Johansen 's latest genre excursion"	"heads"	"for the blues full of murder and adultery"
189	"David Johansen 's latest genre excursion"	"heads"	"for the blues full of murder"
189	"David Johansen 's latest genre excursion"	"heads"	"for the recorded roots of American music the blues full of murder and adultery and hope for redemption"
189	"David Johansen 's latest genre excursion"	"heads"	"for the recorded roots of American music"
189	"David Johansen"	"has"	"latest genre excursion"
189	"a foundation of the 1950 's folk revival"	"be his Anthology of"	"American Folk Music"
189	"a foundation of the 1950 's folk revival"	"were collected for"	"his Anthology of American Folk Music"
189	"his Anthology of American Folk Music"	"be a foundation of"	"1950 's folk revival"
189	"his"	"has"	"Anthology of American Folk Music"
189	"redemption"	"were collected by"	"Harry Smith"
189	"redemption"	"were collected"	"by Harry Smith for his Anthology of American Folk Music"
189	"the 1950"	"has"	"folk revival"
189	"the blues full of adultery"	"is"	"ballads"
189	"the blues full of adultery"	"is"	"country songs"
189	"the blues full of adultery"	"is"	"gospel songs"
189	"the blues full of murder and adultery"	"is"	"ballads"
189	"the blues full of murder and adultery"	"is"	"country and gospel songs"
189	"the blues full of murder"	"is"	"ballads"
189	"the blues full of murder"	"is"	"country songs"
189	"the blues full of murder"	"is"	"gospel songs"
Ford shares fell 2 cents, to $9.96.
190	"Ford shares"	"fell"	"2 cents to $ 9.96"
190	"Ford shares"	"fell"	"2 cents"
Bic is being sued by people who say their lighters exploded, causing burns, and in some cases, death.
191	"Bic"	"is being sued by"	"people who say their lighters exploded , causing burns"
191	"Bic"	"is being sued by"	"people"
191	"Bic"	"is being sued"	"by people"
191	"people"	"say"	"their lighters exploded causing burns and in some cases death"
191	"people"	"say"	"their lighters exploded causing burns"
191	"people"	"say"	"their lighters exploded causing in some cases death"
191	"people"	"say"	"their lighters"
191	"their lighters"	"exploded"	"causing burns and in some cases death"
191	"their lighters"	"exploded"	"causing burns"
191	"their lighters"	"exploded"	"causing in some cases death"
191	"their"	"has"	"lighters"
Indeed, they were treated more fairly than Lawrence H. Summers, the president of Harvard, has been treated by his faculty.
192	"Lawrence H. Summers"	"be the president of"	"Harvard"
192	"Lawrence H. Summers"	"has been treated by"	"his faculty"
192	"Lawrence H. Summers"	"has been treated"	"by his faculty"
192	"Lawrence H. Summers"	"is"	"the president of Harvard"
192	"his"	"has"	"faculty"
192	"they"	"were treated more fairly than"	"Lawrence H. Summers"
192	"they"	"were treated"	"more fairly than Lawrence H. Summers has been treated by his faculty Indeed"
192	"they"	"were treated"	"more fairly than Lawrence H. Summers has been treated by his faculty"
With the Jets' training camp opening next Monday, Hadley Engelhard, the agent for the team's first-round draft pick, Dewayne Robertson, will arrive in New York today and expects to meet with the Jets tomorrow in an effort to start contract negotiations.
193	"Hadley Engelhard"	"expects"	"to meet with the Jets With the Jets training camp opening"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets in an effort to start contract negotiations With the Jets training camp opening"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets in an effort to start contract negotiations next Monday"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets in an effort to start contract negotiations"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets next Monday"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets tomorrow With the Jets training camp opening"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets tomorrow next Monday"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets tomorrow"
193	"Hadley Engelhard"	"expects"	"to meet with the Jets"
193	"Hadley Engelhard"	"is"	"the agent for the team 's first-round draft pick"
193	"Hadley Engelhard"	"will arrive"	"in New York With the Jets training camp opening"
193	"Hadley Engelhard"	"will arrive"	"in New York next Monday"
193	"Hadley Engelhard"	"will arrive"	"in New York today"
193	"Hadley Engelhard"	"will arrive"	"in New York"
193	"Monday"	"be the agent for"	"the team 's first-round draft pick"
193	"Monday"	"expects to meet in"	"an effort to start contract negotiations"
193	"Monday"	"expects to meet with"	"the Jets"
193	"Monday"	"to meet in"	"an effort to start contract negotiations"
193	"Monday"	"to meet with"	"the Jets"
193	"Monday"	"will arrive at"	"New York"
193	"Monday"	"will arrive in"	"New York"
193	"Monday"	"will arrive with"	"the Jets ' training camp opening"
193	"New York"	"expects to meet with"	"the Jets tomorrow"
193	"the Jets"	"has"	"training camp opening"
193	"the team 's first-round draft pick"	"is"	"Dewayne Robertson"
193	"the team 's first-round draft pick"	"will arrive in"	"New York"
193	"the team"	"has"	"first-round draft pick"
A winner will be announced in October.
194	"A winner"	"will be announced in"	"October"
194	"A winner"	"will be announced"	"in October"
Until the investigation is completed and the I.A.A.F. convenes in London April 15 to decide her case, the federation has instructed the British Amateur Athletic Board to withdraw Budd from all international competition.
195	"April 15"	"to decide"	"her case"
195	"Budd"	"to be withdraw from"	"all international competition"
195	"I.A.A.F."	"convenes in"	"London"
195	"her"	"has"	"case"
195	"the I.A.A.F."	"convenes"	"in London April 15 to decide her case"
195	"the federation"	"has instructed the British Amateur Athletic Board to withdraw Budd from"	"all international competition"
195	"the federation"	"has instructed the British Amateur Athletic Board to withdraw"	"Budd"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd Until the I.A.A.F. convenes in London April 15 to decide her case"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd Until the investigation is completed and the I.A.A.F. convenes in London April 15 to decide her case"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd Until the investigation is completed"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd from all international competition Until the I.A.A.F. convenes in London April 15 to decide her case"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd from all international competition Until the investigation is completed and the I.A.A.F. convenes in London April 15 to decide her case"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd from all international competition Until the investigation is completed"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd from all international competition"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board to withdraw Budd"
195	"the federation"	"has instructed"	"the British Amateur Athletic Board"
195	"the investigation"	"is completed"
The bride is the stepdaughter of Richard L. Harris.
196	"The bride"	"is the stepdaughter of"	"Richard L. Harris"
196	"The bride"	"is"	"the stepdaughter of Richard L. Harris"
196	"The bride"	"is"	"the stepdaughter"
But how about Bodynet, an enveloping computer web in which your wireless-data telephone might actually be a hat?
197	"an enveloping computer"	"web"	"in which your wireless-data telephone might actually be a hat"
197	"your wireless-data telephone"	"might actually be"	"a hat"
197	"your wireless-data telephone"	"might be"	"in which a hat actually"
197	"your wireless-data telephone"	"might be"	"in which a hat"
197	"your"	"has"	"wireless-data telephone"
